id,title,type,episodes,status,score,rank,popularity,favorites,genres,image,genres_list,synopsis_clean
39,Hunter x Hunter: Greed Island Final,OVA,14,Finished Airing,8.25,357.0,1681,258,"Action, Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/1/139l.jpg,"['Action', 'Adventure', 'Fantasy']","Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game. With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players. Based on the manga by Togashi Yoshihiro."
40,Jinki:Extend,TV,12,Finished Airing,6.04,10037.0,6303,11,Sci-Fi,https://cdn.myanimelist.net/images/anime/3/44792l.jpg,['Sci-Fi'],"Aoba is a young girl who loves to build models of robots. She lived alone with her grandmother until her grandmother passes away. Shortly after she is kidnapped and brought to a secret base where she discovers a huge robot. The piloted robots fight against Ancient-Jinki in The Grand Savanna, but the true meaning behind the fights is hidden. Aoba works hard at the base so one day she can pilot one of the robots and discover these secrets."
41,Kamikaze Kaitou Jeanne,TV,44,Finished Airing,7.46,2207.0,3137,554,"Action, Drama, Romance, Supernatural",https://cdn.myanimelist.net/images/anime/5/20389l.jpg,"['Action', 'Drama', 'Romance', 'Supernatural']","A normal looking high school girl on the outside, Kusakabe Maron is actually the reincarnation of Jeanne d' Arc. With the help of the angel, Fin Fish, Maron works as the thief Jeanne at night to seal the demons that reside in pieces of artwork, preying upon the weak hearts of the owners. She is branded as a thief due to the fact that the artworks disappear after she seals the demons. One day, a new neighbor and classmate appears, as well as a rival in her night job, the thief Sinbad. With her own best friend being the detective's daughter, out to capture her and the appearance of her new rival, Maron's work is anything but easy."
42,Kita e.: Diamond Dust Drops,TV,12,Finished Airing,6.55,6990.0,6953,11,"Drama, Romance",https://cdn.myanimelist.net/images/anime/1488/132892l.jpg,"['Drama', 'Romance']","If a couple sees the diamond dust together, then they will certainly find eternal happiness. Or so it is said. This is a drama about the romances, friendships and conflicts of six girls from Hokkaido and how the diamond dust affects them and eventually links them together in the search for happiness."
43,X,TV,24,Finished Airing,7.38,2558.0,2520,779,"Action, Drama, Fantasy, Mystery",https://cdn.myanimelist.net/images/anime/8/17167l.jpg,"['Action', 'Drama', 'Fantasy', 'Mystery']","In the fight between the Dragons of Heaven and the Dragons of Earth, the dream seer Princess Hinoto predicts the end of humanity. A central entity, 15-year-old Kamui Shirou, is to choose whether to ally with the Dragons of Earth and destroy civilization to protect the planet or with the Dragons of Heaven to save mankind. Following his mother's last wish, Kamui returns to Tokyo after six years of self-imposed exile. There, he attempts to steal the Sacred Sword from the temple protected by Kyougo Monou—the father of his childhood friends, Fuuma and Kotori. However, after Kamui's venture fails, a mysterious person manages to obtain the sword instead. Believing Kamui to be the man in her prophecy, Hinoto sends the Dragons of Heaven after him to rally him to their cause. Although Kamui first rejects his destiny, the incessant attacks by the Dragons of Earth against those he holds dear push him to decide whether the lives of his friends should prevail over the fate of the Earth and finally pick a side. [Written by MAL Rewrite]"
44,Samurai 7,TV,26,Finished Airing,7.43,2295.0,1856,723,Sci-Fi,https://cdn.myanimelist.net/images/anime/1190/95421l.jpg,['Sci-Fi'],"In the far distant future, on a planet that might have been called ""earth"", there was a war between samurai who mechanized their bodies. After the long war, people enjoyed a modest peace. Facing starvation and abductions at the hands of fearsome mechanized bandits (Nobuseri), the farmers of Kanna Village make the dangerous choice to hire samurai for protection. The village's water priestess, Kirara, her younger sister, Komachi, and a heartbroken villager, Rikichi, set off to hire willing samurai with nothing to offer but rice from their meager harvests. Through dangerous encounters and a bit of luck, seven samurai of varying specialties and experience are gathered for an epic battle against the bandits and the merchants that influence them. Samurai 7 is based loosely upon Kurosawa Akira's famous movie ""Seven Samurai""/""Shichinin no Samurai"""
45,s.CRY.ed,TV,26,Finished Airing,7.35,2686.0,2539,688,"Action, Adventure, Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/1181/138453l.jpg,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","A strange environmental phenomenon 22 years ago in the Kanazawa prefecture caused the land to split and protrude upwards reaching unprecedented heights, creating the secluded area known as The Lost Ground. Kazuma is a young mercenary who lives in the Lost Ground, looking for any work he can find to sustain his livelihood within the harsh environment. He is one of the few people that are gifted with the Alter ability, which allows him to plaster his right arm and torso with a metallic alloy. When this mercenary encounters HOLY, an order whose purpose is to suppress and capture what they call Native Alter Users, and one of the elite members of HOLY, Ryuho, an epic rivalry begins."
46,Strange Dawn,TV,13,Finished Airing,6.24,8926.0,8082,10,"Adventure, Drama, Fantasy",https://cdn.myanimelist.net/images/anime/1313/146208l.jpg,"['Adventure', 'Drama', 'Fantasy']","Yuko and Eri are two normal girls who are sucked into the alternate world filled with tiny people. The people of this mysterious world sees them as their ""Great Protectors"" who can protect their land in a time of strife. The two girls set out on a mission with a group of warriors from the village to find out how they were brought here and how might they return home. However, there is a war brewing and these two Great Protectors are the political tool that every faction lusts for to rally the people to their side."
47,Tactics,TV,25,Finished Airing,7.18,3606.0,3817,171,"Mystery, Supernatural",https://cdn.myanimelist.net/images/anime/8/37549l.jpg,"['Mystery', 'Supernatural']","Ichinomiya Kantarou grew up with the ability to see demons, but was isolated and bullied by others who did not share the same gift. Instead, he became being friends with the demons, gaining a great attachment to their existence. One day, Kantarou was told about the strongest demon, the one known as the ogre-eating Tengu. Amazed by the news of his strength, Kantarou vowed to find this demon who was far stronger than any other, deciding to call him Haruka when he did so. Since this time, Kantarou searched far and wide for the ogre-eating Tengu with no luck, making his living by becoming a folklore writer and demon-buster. On a particular job, Kantarou had finally found news of a nearby shrine supposedly the place where the ogre-eating Tengu was sealed."
48,Tokyo Underground,TV,26,Finished Airing,6.58,6842.0,4422,51,"Action, Adventure, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/9/21036l.jpg,"['Action', 'Adventure', 'Romance', 'Sci-Fi']","Under the capital city of Tokyo, Japan, there exists a large, vast, and unknown world known as Underground. There, people known as Elemental Users exist; people who have the ability to control the elements: Fire, Water, Lightning, Magnetism, Freeze, etc. Meet Rumina Asagi and his best friend Ginnosuke Isuzu, two average high school freshmen who reside in Tokyo. When they meet Gravity User, Chelsea Rorec, and the Miko of Life, Ruri Sarasa, their whole lives change into one big adventure."
49,Ultra Maniac OVA,OVA,1,Finished Airing,6.61,6669.0,8678,3,"Comedy, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/2/3132l.jpg,"['Comedy', 'Fantasy', 'Romance']","Ayu Tateishi is a popular second-year student at her middle school admired for being calm, cool, and collected. But this carefully preserved image was all crafted to catch the eye of her crush Tetsushi Kaji, who once complimented her for those qualities. Studying, playing tennis, and finding chances to speak with Tetsushi are all that are on Ayu's mind—until the day she finds a mini-computer underneath a bench. After returning the item to Nina Sakura, a girl who was searching for a lost item earlier, Ayu is chosen by Nina as a confidante for her secret. When the school's two tennis teams have a dispute regarding use of the courts, Ayu is forced to settle the matter by playing against Hiroki Tsujiai, the captain of the boys' team and Tetsushi's best friend. While dreading the prospect of losing and embarrassing herself, Ayu is approached by Nina, who is revealed to be a witch who came to Earth after failing to graduate from the Magic Kingdom's middle school. Wanting to help Ayu win the match, Nina imbues a piece of chocolate with a spell that just might come in handy... [Written by MAL Rewrite]"
50,Tenkuu no Escaflowne,TV,26,Finished Airing,7.65,1508.0,1544,2271,"Adventure, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/5/30689l.jpg,"['Adventure', 'Fantasy', 'Romance']","Hitomi Kanzaki is just an ordinary 15-year-old schoolgirl with an interest in tarot cards and fortune telling, but one night, a boy named Van Fanel suddenly appears from the sky along with a vicious dragon. Thanks to a premonition from Hitomi, Van successfully kills the dragon, but a pillar of light appears and envelopes them both. As a result, Hitomi finds herself transported to the world of Gaea, a mysterious land where the Earth hangs in the sky. In this new land, Hitomi soon discovers that Van is a prince of the Kingdom of Fanelia, which soon falls under attack by the evil empire of Zaibach. In an attempt to fight them off, Van boards his family's ancient guymelef Escaflowne—a mechanized battle suit—but fails to defeat them, and Fanelia ends up destroyed. Now on the run, Hitomi and Van encounter a handsome Asturian knight named Allen Schezar, whom Hitomi is shocked to find looks exactly like her crush from Earth. With some new allies on their side, Van and Hitomi fight back against the forces of Zaibach as the empire strives to revive an ancient power. [Written by MAL Rewrite]"
